user_id,signup_date,country,device_type,age_group,acquisition_channel
U031179,2026-03-06,UK,Desktop,25-34,Email
U031180,2026-03-26,Australia,Mobile,25-34,Social
U031181,2026-03-21,UK,Mobile,18-24,Paid Search
U031182,2026-03-28,UK,Mobile,25-34,Email
U031183,2026-03-15,UK,Mobile,55+,Organic
U031184,2026-02-17,India,Desktop,18-24,Organic
U031185,2026-03-27,India,Mobile,35-44,Referral
U031186,2026-03-11,USA,Mobile,55+,Organic
U031187,2026-02-16,USA,Tablet,25-34,Email
U031188,2026-01-10,Australia,Mobile,35-44,Paid Search
U031189,2026-02-26,USA,Mobile,45-54,Organic
U031190,2026-03-21,Canada,Mobile,18-24,Social
U031191,2026-01-13,Germany,Desktop,45-54,Organic
U031192,2026-03-02,UK,Mobile,25-34,Referral
U031193,2026-02-27,India,Mobile,35-44,Organic
U031194,2026-03-25,India,Mobile,45-54,Referral
U031195,2026-03-09,Australia,Mobile,25-34,Organic
U031196,2026-03-25,USA,Mobile,35-44,Social
U031197,2026-03-27,USA,Mobile,55+,Organic
U031198,2026-01-29,Germany,Desktop,25-34,Organic
U031199,2026-01-16,USA,Mobile,25-34,Referral
U031200,2026-03-04,India,Desktop,18-24,Referral
U031201,2026-02-16,India,Desktop,25-34,Social
U031202,2026-02-12,India,Desktop,45-54,Organic
U031203,2026-01-23,USA,Desktop,25-34,Referral
U031204,2026-01-30,India,Mobile,25-34,Social
U031205,2026-02-26,Germany,Desktop,45-54,Social
U031206,2026-01-30,India,Mobile,18-24,Email
U031207,2026-03-08,India,Desktop,35-44,Social
U031208,2026-02-25,UK,Mobile,35-44,Paid Search
U031209,2026-01-24,Germany,Mobile,25-34,Paid Search
U031210,2026-03-18,USA,Mobile,18-24,Email
U031211,2026-03-17,India,Tablet,45-54,Social
U031212,2026-01-08,India,Desktop,18-24,Referral
U031213,2026-03-29,Germany,Desktop,25-34,Referral
U031214,2026-02-13,India,Tablet,18-24,Social
U031215,2026-03-21,India,Mobile,35-44,Paid Search
U031216,2026-02-03,India,Desktop,55+,Organic
U031217,2026-02-04,USA,Desktop,25-34,Social
U031218,2026-02-19,Germany,Mobile,25-34,Organic
U031219,2026-01-17,USA,Mobile,35-44,Organic
U031220,2026-01-02,USA,Desktop,45-54,Email
U031221,2026-03-31,India,Mobile,25-34,Organic
U031222,2026-02-23,USA,Mobile,25-34,Organic
U031223,2026-02-13,USA,Mobile,25-34,Organic
U031224,2026-03-22,India,Mobile,35-44,Organic
U031225,2026-02-18,India,Desktop,25-34,Referral
U031226,2026-01-02,USA,Desktop,35-44,Referral
U031227,2026-03-13,Australia,Mobile,25-34,Organic
U031228,2026-03-11,UK,Mobile,25-34,Referral
U031229,2026-01-09,India,Mobile,25-34,Referral
U031230,2026-01-01,India,Mobile,25-34,Organic
U031231,2026-03-10,Canada,Mobile,18-24,Social
U031232,2026-01-09,UK,Desktop,35-44,Paid Search
U031233,2026-01-14,Australia,Tablet,45-54,Organic
U031234,2026-01-27,Germany,Mobile,25-34,Social
U031235,2026-01-09,India,Mobile,25-34,Paid Search
U031236,2026-02-05,India,Mobile,45-54,Organic
U031237,2026-03-25,India,Mobile,35-44,Paid Search
U031238,2026-03-20,USA,Desktop,25-34,Social
U031239,2026-01-03,India,Mobile,35-44,Organic
U031240,2026-01-23,India,Tablet,18-24,Social
U031241,2026-03-14,Canada,Desktop,35-44,Organic
U031242,2026-01-30,India,Mobile,25-34,Organic
U031243,2026-01-19,Canada,Tablet,18-24,Paid Search
U031244,2026-03-08,India,Mobile,55+,Social
U031245,2026-02-19,India,Desktop,35-44,Paid Search
U031246,2026-02-17,UK,Mobile,25-34,Referral
U031247,2026-01-03,Canada,Mobile,35-44,Social
U031248,2026-03-07,India,Mobile,25-34,Paid Search
U031249,2026-01-27,USA,Desktop,45-54,Organic
U031250,2026-03-28,India,Desktop,18-24,Organic
U031251,2026-02-09,USA,Desktop,25-34,Social
U031252,2026-01-18,UK,Mobile,35-44,Social
U031253,2026-01-27,India,Mobile,18-24,Referral
U031254,2026-01-11,USA,Mobile,18-24,Paid Search
U031255,2026-02-08,USA,Mobile,25-34,Social
U031256,2026-01-19,USA,Desktop,18-24,Paid Search
U031257,2026-03-30,USA,Mobile,18-24,Organic
U031258,2026-01-07,India,Mobile,45-54,Social
U031259,2026-02-26,India,Mobile,25-34,Social
U031260,2026-01-02,India,Desktop,18-24,Social
U031261,2026-02-07,Germany,Mobile,25-34,Organic
U031262,2026-01-05,India,Mobile,45-54,Social
U031263,2026-03-19,USA,Desktop,55+,Paid Search
U031264,2026-03-23,Canada,Desktop,35-44,Referral
U031265,2026-02-05,Australia,Mobile,35-44,Social
U031266,2026-03-09,India,Desktop,55+,Organic
U031267,2026-03-29,UK,Desktop,45-54,Social
U031268,2026-03-18,Canada,Desktop,25-34,Referral
U031269,2026-03-26,Germany,Tablet,25-34,Paid Search
U031270,2026-02-26,Australia,Mobile,18-24,Referral
U031271,2026-01-20,USA,Tablet,25-34,Organic
U031272,2026-01-05,USA,Tablet,35-44,Email
U031273,2026-01-24,Canada,Tablet,25-34,Referral
U031274,2026-01-30,USA,Desktop,55+,Organic
U031275,2026-01-28,USA,Mobile,25-34,Paid Search
U031276,2026-02-22,Germany,Mobile,45-54,Organic
U031277,2026-02-20,Germany,Desktop,35-44,Social
U031278,2026-01-07,Germany,Mobile,18-24,Paid Search
U031279,2026-02-11,India,Tablet,25-34,Organic
U031280,2026-02-04,India,Mobile,25-34,Email
U031281,2026-02-03,USA,Mobile,35-44,Email
U031282,2026-03-14,Canada,Desktop,25-34,Organic
U031283,2026-03-17,India,Mobile,25-34,Paid Search
U031284,2026-02-23,USA,Desktop,25-34,Paid Search
U031285,2026-01-29,India,Mobile,45-54,Organic
U031286,2026-01-10,UK,Desktop,18-24,Social
U031287,2026-01-27,Canada,Mobile,35-44,Referral
U031288,2026-03-24,USA,Mobile,35-44,Social
U031289,2026-01-13,Canada,Desktop,18-24,Paid Search
U031290,2026-02-11,UK,Desktop,25-34,Paid Search
U031291,2026-02-06,Germany,Mobile,25-34,Organic
U031292,2026-03-02,USA,Tablet,35-44,Social
U031293,2026-03-20,USA,Mobile,25-34,Referral
U031294,2026-01-21,Canada,Mobile,25-34,Paid Search
U031295,2026-01-03,India,Mobile,18-24,Social
U031296,2026-01-08,USA,Mobile,25-34,Paid Search
U031297,2026-03-11,Germany,Mobile,35-44,Paid Search
U031298,2026-03-24,UK,Mobile,25-34,Paid Search
U031299,2026-01-17,Germany,Mobile,18-24,Email
U031300,2026-01-10,USA,Mobile,35-44,Social
U031301,2026-01-13,USA,Desktop,25-34,Paid Search
U031302,2026-01-12,India,Tablet,25-34,Referral
U031303,2026-03-07,USA,Desktop,25-34,Social
U031304,2026-03-15,India,Mobile,25-34,Referral
U031305,2026-03-26,USA,Desktop,45-54,Email
U031306,2026-01-23,India,Mobile,45-54,Paid Search
U031307,2026-03-06,USA,Desktop,25-34,Organic
U031308,2026-02-21,Germany,Mobile,45-54,Referral
U031309,2026-03-02,Canada,Mobile,35-44,Organic
U031310,2026-01-26,India,Desktop,25-34,Organic
U031311,2026-01-15,India,Mobile,45-54,Organic
U031312,2026-01-22,India,Mobile,25-34,Organic
U031313,2026-03-30,India,Desktop,25-34,Social
U031314,2026-03-06,Germany,Desktop,18-24,Paid Search
U031315,2026-01-26,UK,Desktop,45-54,Organic
U031316,2026-01-21,Canada,Mobile,25-34,Paid Search
U031317,2026-01-24,UK,Mobile,25-34,Referral
U031318,2026-01-16,USA,Mobile,55+,Organic
U031319,2026-02-01,Canada,Mobile,35-44,Organic
U031320,2026-01-16,India,Mobile,35-44,Referral
U031321,2026-03-18,USA,Mobile,35-44,Organic
U031322,2026-02-11,India,Desktop,25-34,Paid Search
U031323,2026-02-01,Germany,Desktop,25-34,Organic
U031324,2026-02-19,India,Desktop,55+,Paid Search
U031325,2026-02-10,India,Mobile,25-34,Organic
U031326,2026-01-24,Germany,Mobile,18-24,Paid Search
U031327,2026-01-13,UK,Mobile,18-24,Paid Search
U031328,2026-03-16,UK,Mobile,55+,Organic
U031329,2026-03-20,Canada,Desktop,45-54,Organic
U031330,2026-01-10,Germany,Desktop,18-24,Paid Search
U031331,2026-02-11,Australia,Mobile,45-54,Social
U031332,2026-02-10,Australia,Mobile,35-44,Referral
U031333,2026-01-03,Australia,Mobile,25-34,Organic
U031334,2026-02-24,India,Desktop,25-34,Paid Search
U031335,2026-01-16,UK,Mobile,35-44,Social
U031336,2026-02-13,USA,Mobile,18-24,Social
U031337,2026-03-22,Canada,Desktop,35-44,Paid Search
U031338,2026-03-30,Germany,Mobile,25-34,Organic
U031339,2026-01-30,USA,Tablet,18-24,Referral
U031340,2026-02-06,Canada,Mobile,18-24,Social
U031341,2026-03-01,India,Desktop,35-44,Paid Search
U031342,2026-03-18,USA,Mobile,18-24,Referral
U031343,2026-01-24,Canada,Desktop,25-34,Social
U031344,2026-01-26,India,Desktop,25-34,Referral
U031345,2026-02-27,Australia,Desktop,35-44,Paid Search
U031346,2026-01-09,Germany,Mobile,25-34,Paid Search
U031347,2026-03-02,Australia,Desktop,35-44,Email
U031348,2026-01-19,India,Tablet,35-44,Social
U031349,2026-01-28,Canada,Mobile,18-24,Paid Search
U031350,2026-01-07,Australia,Mobile,25-34,Paid Search
U031351,2026-02-14,Germany,Mobile,35-44,Paid Search
U031352,2026-03-27,India,Mobile,35-44,Organic
U031353,2026-03-04,USA,Mobile,35-44,Organic
U031354,2026-02-06,Australia,Desktop,55+,Organic
U031355,2026-01-16,Canada,Mobile,55+,Paid Search
U031356,2026-01-05,Australia,Tablet,35-44,Paid Search
U031357,2026-01-29,UK,Tablet,18-24,Organic
U031358,2026-02-21,India,Desktop,45-54,Organic
U031359,2026-01-23,Australia,Mobile,35-44,Organic
U031360,2026-01-06,UK,Mobile,55+,Social
U031361,2026-02-05,India,Desktop,25-34,Organic
U031362,2026-02-26,UK,Mobile,35-44,Referral
U031363,2026-02-02,USA,Mobile,45-54,Social
U031364,2026-02-18,UK,Desktop,35-44,Organic
U031365,2026-02-10,USA,Mobile,18-24,Social
U031366,2026-03-21,India,Desktop,35-44,Organic
U031367,2026-02-24,Germany,Mobile,25-34,Organic
U031368,2026-01-26,UK,Mobile,55+,Paid Search
U031369,2026-02-06,UK,Desktop,45-54,Organic
U031370,2026-03-18,Canada,Mobile,25-34,Organic
U031371,2026-01-17,,Mobile,18-24,Social
U031372,2026-02-01,UK,Desktop,45-54,Organic
U031373,2026-01-28,India,Mobile,35-44,Organic
U031374,2026-01-25,USA,Desktop,45-54,Organic
U031375,2026-02-16,UK,Mobile,18-24,Referral
U031376,2026-01-22,Canada,Mobile,18-24,Referral
U031377,2026-03-02,Germany,Desktop,35-44,Organic
U031378,2026-02-13,Australia,Mobile,25-34,Organic
U031379,2026-01-20,India,Desktop,35-44,Paid Search
U031380,2026-02-19,India,Desktop,55+,Email
U031381,2026-03-29,UK,Desktop,25-34,Referral
U031382,2026-02-16,India,Mobile,25-34,Organic
U031383,2026-02-16,Germany,Mobile,18-24,Referral
U031384,2026-03-13,USA,Mobile,25-34,Organic
U031385,2026-02-20,UK,Mobile,35-44,Referral
U031386,2026-02-24,India,Mobile,25-34,Referral
U031387,2026-03-19,USA,Mobile,45-54,Organic
U031388,2026-02-08,India,Mobile,35-44,Paid Search
U031389,2026-01-14,India,Mobile,18-24,Organic
U031390,2026-03-10,UK,Mobile,45-54,Organic
U031391,2026-02-16,Germany,Desktop,35-44,Organic
U031392,2026-01-21,India,Mobile,18-24,Paid Search
U031393,2026-01-15,Germany,Desktop,45-54,Social
U031394,2026-03-22,India,Desktop,45-54,Organic
U031395,2026-03-25,UK,Mobile,35-44,Organic
U031396,2026-01-01,USA,Mobile,25-34,Social
U031397,2026-03-21,USA,Desktop,18-24,Organic
U031398,2026-03-23,USA,Mobile,45-54,Paid Search
U031399,2026-01-10,UK,Desktop,35-44,Paid Search
U031400,2026-01-23,USA,Mobile,18-24,Social
U031401,2026-01-18,USA,Tablet,18-24,Referral
U031402,2026-02-27,Germany,Tablet,18-24,Paid Search
U031403,2026-03-14,Canada,Desktop,55+,Referral
U031404,2026-03-18,India,Desktop,25-34,Organic
U031405,2026-02-21,Germany,Mobile,45-54,Organic
U031406,2026-02-15,USA,Mobile,18-24,Paid Search
U031407,2026-01-13,India,Desktop,45-54,Social
U031408,2026-01-17,Canada,Mobile,18-24,Referral
U031409,2026-03-08,USA,Desktop,18-24,Social
U031410,2026-03-02,Germany,Desktop,25-34,Paid Search
U031411,2026-03-06,USA,Mobile,18-24,Organic
U031412,2026-02-22,India,Mobile,18-24,Referral
U031413,2026-01-05,Canada,Desktop,25-34,Paid Search
U031414,2026-02-01,India,Mobile,18-24,Social
U031415,2026-03-30,India,Tablet,18-24,Paid Search
U031416,2026-02-14,India,Mobile,25-34,Organic
U031417,2026-02-25,UK,Desktop,18-24,Referral
U031418,2026-01-05,India,Desktop,25-34,Social
U031419,2026-03-28,India,Desktop,25-34,Paid Search
U031420,2026-03-17,India,Desktop,35-44,Paid Search
U031421,2026-02-03,India,Mobile,35-44,Paid Search
U031422,2026-03-02,Canada,Mobile,25-34,Organic
U031423,2026-03-28,USA,Mobile,18-24,Organic
U031424,2026-03-21,India,Mobile,35-44,Organic
U031425,2026-03-03,India,Mobile,25-34,Social
U031426,2026-03-10,USA,Mobile,25-34,Social
U031427,2026-03-04,Germany,Mobile,18-24,Referral
U031428,2026-02-13,India,Desktop,35-44,Email
U031429,2026-01-28,Canada,Mobile,25-34,Paid Search
U031430,2026-03-11,Australia,Mobile,25-34,Paid Search
U031431,2026-01-13,Germany,Mobile,35-44,Referral
U031432,2026-02-12,UK,Desktop,35-44,Organic
U031433,2026-01-30,India,Desktop,55+,Social
U031434,2026-01-26,India,Desktop,45-54,Organic
U031435,2026-03-22,USA,Mobile,18-24,Organic
U031436,2026-03-04,USA,Mobile,45-54,Organic
U031437,2026-03-14,Australia,Mobile,25-34,Referral
U031438,2026-02-26,USA,Mobile,25-34,Email
U031439,2026-03-05,Australia,Desktop,25-34,Paid Search
U031440,2026-03-21,USA,Mobile,45-54,Referral
U031441,2026-02-18,India,Tablet,35-44,Paid Search
U031442,2026-02-21,India,Mobile,35-44,Paid Search
U031443,2026-03-04,USA,Mobile,18-24,Organic
U031444,2026-03-23,India,Desktop,18-24,Email
U031445,2026-01-13,USA,Mobile,25-34,Referral
U031446,2026-03-29,India,Desktop,35-44,Email
U031447,2026-02-14,India,Desktop,35-44,Organic
U031448,2026-02-15,USA,Mobile,25-34,Paid Search
U031449,2026-03-18,UK,Desktop,35-44,Paid Search
U031450,2026-03-30,India,Desktop,18-24,Referral
U031451,2026-02-10,UK,Tablet,25-34,Referral
U031452,2026-02-15,Germany,Desktop,35-44,Referral
U031453,2026-01-01,USA,Mobile,35-44,Paid Search
U031454,2026-03-14,Germany,Mobile,45-54,Paid Search
U031455,2026-03-09,Canada,Mobile,25-34,Referral
U031456,2026-01-12,India,Mobile,25-34,Organic
U031457,2026-03-29,Germany,Desktop,25-34,Referral
U031458,2026-03-14,USA,Tablet,35-44,Paid Search
U031459,2026-02-04,UK,Mobile,25-34,Paid Search
U031460,2026-02-02,UK,Mobile,45-54,Organic
U031461,2026-02-27,USA,Desktop,18-24,Organic
U031462,2026-02-04,USA,Mobile,35-44,Organic
U031463,2026-02-15,USA,Mobile,45-54,Organic
U031464,2026-03-25,Germany,Desktop,55+,Paid Search
U031465,2026-03-07,India,Mobile,25-34,Organic
U031466,2026-02-13,Germany,Mobile,25-34,Organic
U031467,2026-01-26,Germany,Desktop,45-54,Social
U031468,2026-02-11,USA,Mobile,45-54,Organic
U031469,2026-03-18,India,Desktop,45-54,Paid Search
U031470,2026-01-30,USA,Mobile,35-44,Social
U031471,2026-02-01,India,Mobile,35-44,Organic
U031472,2026-02-05,Australia,Mobile,35-44,Paid Search
U031473,2026-01-19,India,Mobile,45-54,Email
U031474,2026-01-22,India,Desktop,25-34,Email
U031475,2026-03-06,UK,Mobile,25-34,Email
U031476,2026-02-26,USA,Mobile,35-44,Email
U031477,2026-01-11,USA,Mobile,55+,Email
U031478,2026-01-26,USA,Mobile,25-34,Referral
U031479,2026-02-17,USA,Tablet,35-44,Referral
U031480,2026-01-19,India,Mobile,25-34,Organic
U031481,2026-03-24,India,Tablet,35-44,Organic
U031482,2026-01-12,Germany,Desktop,25-34,Social
U031483,2026-03-08,USA,Desktop,18-24,Organic
U031484,2026-02-25,USA,Mobile,25-34,Paid Search
U031485,2026-01-18,USA,Mobile,25-34,Organic
U031486,2026-01-05,Canada,Mobile,35-44,Organic
U031487,2026-01-24,India,Desktop,35-44,Social
U031488,2026-03-19,India,Mobile,45-54,Paid Search
U031489,2026-02-07,Germany,Mobile,25-34,Referral
U031490,2026-03-08,USA,Desktop,25-34,Paid Search
U031491,2026-03-11,USA,Mobile,35-44,Email
U031492,2026-03-17,USA,Mobile,18-24,Social
U031493,2026-02-21,India,Mobile,55+,Social
U031494,2026-03-16,UK,Desktop,25-34,Social
U031495,2026-02-08,USA,Mobile,25-34,Organic
U031496,2026-02-28,India,Mobile,25-34,Paid Search
U031497,2026-01-26,USA,Mobile,45-54,Organic
U031498,2026-03-06,India,Mobile,45-54,Referral
U031499,2026-03-21,UK,Mobile,25-34,Email
U031500,2026-02-17,UK,Mobile,18-24,Organic
U031501,2026-02-22,India,Tablet,35-44,Social
U031502,2026-01-09,India,Tablet,55+,Referral
U031503,2026-01-05,Canada,Mobile,25-34,Organic
U031504,2026-03-13,UK,Desktop,45-54,Organic
U031505,2026-03-02,UK,Desktop,25-34,Referral
U031506,2026-01-21,USA,Mobile,18-24,Paid Search
U031507,2026-03-04,UK,Mobile,18-24,Social
U031508,2026-01-20,India,Mobile,45-54,Social
U031509,2026-02-27,USA,Mobile,45-54,Organic
U031510,2026-02-14,India,Desktop,25-34,Paid Search
U031511,2026-01-22,India,Desktop,35-44,Referral
U031512,2026-03-18,Germany,Mobile,18-24,Paid Search
U031513,2026-03-16,India,Mobile,45-54,Social
U031514,2026-03-23,India,Desktop,18-24,Social
U031515,2026-03-04,India,Mobile,25-34,Paid Search
U031516,2026-01-30,India,Desktop,35-44,Organic
U031517,2026-03-04,India,Desktop,25-34,Paid Search
U031518,2026-02-13,Canada,Mobile,25-34,Organic
U031519,2026-03-08,India,Mobile,25-34,Social
U031520,2026-02-27,India,Mobile,18-24,Organic
U031521,2026-03-06,India,Desktop,25-34,Organic
U031522,2026-02-05,UK,Desktop,35-44,Paid Search
U031523,2026-01-06,India,Mobile,45-54,Paid Search
U031524,2026-02-06,USA,Mobile,18-24,Organic
U031525,2026-03-16,India,Mobile,45-54,Paid Search
U031526,2026-02-24,Australia,Mobile,25-34,Organic
U031527,2026-03-18,India,Mobile,18-24,Organic
U031528,2026-03-16,USA,Mobile,35-44,Organic
U031529,2026-02-28,USA,Mobile,35-44,Referral
U031530,2026-02-07,Australia,Mobile,25-34,Email
U031531,2026-01-25,India,Desktop,35-44,Organic
U031532,2026-03-20,UK,Mobile,35-44,Organic
U031533,2026-03-18,India,Mobile,25-34,Social
U031534,2026-02-02,Canada,Mobile,18-24,Organic
U031535,2026-01-13,USA,Desktop,35-44,Organic
U031536,2026-02-07,Germany,Mobile,35-44,Organic
U031537,2026-02-27,Canada,Mobile,25-34,Referral
U031538,2026-03-29,USA,Desktop,35-44,Referral
U031539,2026-01-20,USA,Mobile,55+,Referral
U031540,2026-01-17,India,Mobile,25-34,Organic
U031541,2026-01-24,Australia,Desktop,35-44,Social
U031542,2026-01-26,Canada,Tablet,18-24,Organic
U031543,2026-02-09,USA,Mobile,45-54,Social
U031544,2026-02-01,USA,Desktop,25-34,Email
U031545,2026-03-19,Canada,Mobile,35-44,Referral
U031546,2026-02-06,UK,Mobile,25-34,Email
U031547,2026-03-27,India,Mobile,55+,Referral
U031548,2026-03-27,India,Desktop,25-34,Social
U031549,2026-03-01,UK,Desktop,25-34,Organic
U031550,2026-02-26,UK,Mobile,25-34,Social
U031551,2026-02-27,India,Desktop,55+,Referral
U031552,2026-03-08,Australia,Mobile,25-34,Email
U031553,2026-01-22,USA,Mobile,35-44,Referral
U031554,2026-02-27,India,Mobile,25-34,Organic
U031555,2026-03-26,USA,Desktop,35-44,Paid Search
U031556,2026-03-21,Australia,Mobile,55+,Social
U031557,2026-03-14,India,Mobile,25-34,Email
U031558,2026-03-18,India,Desktop,35-44,Email
U031559,2026-03-15,USA,Mobile,25-34,Organic
U031560,2026-02-18,India,Mobile,35-44,Social
U031561,2026-03-26,India,Mobile,55+,Organic
U031562,2026-02-18,India,Mobile,25-34,Referral
U031563,2026-02-11,Australia,Mobile,45-54,Paid Search
U031564,2026-02-09,USA,Desktop,18-24,Organic
U031565,2026-03-12,UK,Desktop,35-44,Organic
U031566,2026-02-15,India,Mobile,55+,Email
U031567,2026-01-22,USA,Desktop,18-24,Paid Search
U031568,2026-03-23,USA,Desktop,35-44,Social
U031569,2026-01-21,Australia,Desktop,35-44,Social
U031570,2026-02-20,India,Mobile,25-34,Organic
U031571,2026-01-14,India,Desktop,25-34,Paid Search
U031572,2026-03-15,Australia,Mobile,35-44,Organic
U031573,2026-01-09,India,Mobile,35-44,Paid Search
U031574,2026-01-18,UK,Mobile,35-44,Paid Search
U031575,2026-01-13,India,Mobile,25-34,Paid Search
U031576,2026-01-17,UK,Desktop,25-34,Organic
U031577,2026-03-28,USA,Mobile,18-24,Referral
U031578,2026-01-25,Germany,Mobile,45-54,Organic
U031579,2026-02-23,India,Mobile,35-44,Paid Search
U031580,2026-01-16,India,Mobile,25-34,Organic
U031581,2026-01-24,USA,Desktop,35-44,Organic
U031582,2026-03-16,Germany,Mobile,35-44,Paid Search
U031583,2026-01-23,India,Mobile,35-44,Referral
U031584,2026-02-10,Australia,Desktop,25-34,Social
U031585,2026-03-27,India,Tablet,18-24,Email
U031586,2026-02-02,India,Mobile,25-34,Email
U031587,2026-02-11,USA,Mobile,35-44,Social
U031588,2026-02-17,USA,Desktop,45-54,Organic
U031589,2026-01-18,Australia,Desktop,55+,Organic
U031590,2026-03-04,India,Mobile,35-44,Referral
U031591,2026-03-19,UK,Mobile,18-24,Organic
U031592,2026-01-11,UK,Mobile,45-54,Organic
U031593,2026-01-24,Germany,Mobile,25-34,Social
U031594,2026-03-02,India,Mobile,25-34,Email
U031595,2026-03-05,India,Mobile,45-54,Organic
U031596,2026-02-05,USA,Mobile,25-34,Paid Search
U031597,2026-03-24,USA,Mobile,18-24,Social
U031598,2026-03-18,USA,Tablet,25-34,Paid Search
U031599,2026-02-22,UK,Mobile,25-34,Paid Search
U031600,2026-03-24,India,Desktop,25-34,Organic
U031601,2026-02-16,India,Mobile,45-54,Organic
U031602,2026-02-21,USA,Mobile,25-34,Email
U031603,2026-03-20,Canada,Mobile,35-44,Organic
U031604,2026-02-26,Australia,Desktop,18-24,Referral
U031605,2026-03-16,UK,Mobile,35-44,Social
U031606,2026-01-23,USA,Desktop,25-34,Organic
U031607,2026-02-28,Canada,Mobile,25-34,Referral
U031608,2026-03-10,India,Desktop,35-44,Referral
U031609,2026-02-25,Canada,Mobile,45-54,Paid Search
U031610,2026-03-27,USA,Mobile,25-34,Social
U031611,2026-02-11,India,Mobile,25-34,Paid Search
U031612,2026-01-18,UK,Mobile,25-34,Referral
U031613,2026-03-12,USA,Mobile,25-34,Referral
U031614,2026-02-02,UK,Mobile,25-34,Organic
U031615,2026-01-03,UK,Mobile,45-54,Organic
U031616,2026-01-28,USA,Tablet,35-44,Social
U031617,2026-01-01,Germany,Mobile,35-44,Organic
U031618,2026-03-04,USA,Mobile,35-44,Email
U031619,2026-02-16,Germany,Desktop,18-24,Organic
U031620,2026-02-06,India,Desktop,35-44,Paid Search
U031621,2026-03-27,India,Desktop,25-34,Organic
U031622,2026-02-17,UK,Mobile,35-44,Paid Search
U031623,2026-01-19,USA,Mobile,45-54,Email
U031624,2026-01-14,USA,Mobile,35-44,Organic
U031625,2026-03-08,Germany,Mobile,18-24,Organic
U031626,2026-03-24,India,Mobile,55+,Social
U031627,2026-03-26,,Desktop,25-34,Referral
U031628,2026-03-06,India,Tablet,55+,Organic
U031629,2026-01-26,USA,Desktop,55+,Email
U031630,2026-01-10,Germany,Desktop,35-44,Referral
U031631,2026-03-18,Canada,Mobile,25-34,Paid Search
U031632,2026-03-11,India,Desktop,35-44,Social
U031633,2026-02-12,UK,Desktop,55+,Social
U031634,2026-03-11,USA,Desktop,45-54,Paid Search
U031635,2026-03-21,USA,Desktop,35-44,Organic
U031636,2026-03-13,India,Mobile,25-34,Social
U031637,2026-02-28,USA,Mobile,35-44,Paid Search
U031638,2026-01-03,USA,Desktop,18-24,Organic
U031639,2026-01-05,USA,Mobile,18-24,Referral
U031640,2026-03-26,Canada,Tablet,35-44,Social
U031641,2026-03-19,Germany,Tablet,35-44,Organic
U031642,2026-03-24,USA,Mobile,25-34,Organic
U031643,2026-02-06,USA,Tablet,25-34,Organic
U031644,2026-03-25,Australia,Tablet,18-24,Referral
U031645,2026-02-21,India,Mobile,35-44,Email
U031646,2026-03-07,Canada,Desktop,25-34,Social
U031647,2026-03-04,USA,Mobile,35-44,Email
U031648,2026-01-07,USA,Mobile,45-54,Organic
U031649,2026-02-22,India,Mobile,35-44,Referral
U031650,2026-01-06,India,Mobile,45-54,Organic
U031651,2026-01-07,Canada,Mobile,25-34,Organic
U031652,2026-02-13,Australia,Desktop,55+,Social
U031653,2026-01-18,USA,Mobile,25-34,Social
U031654,2026-02-23,India,Desktop,25-34,Organic
U031655,2026-01-29,India,Desktop,55+,Paid Search
U031656,2026-03-24,India,Mobile,25-34,Organic
U031657,2026-01-25,Australia,Mobile,18-24,Organic
U031658,2026-03-04,USA,Desktop,25-34,Paid Search
U031659,2026-03-09,Germany,Mobile,25-34,Email
U031660,2026-01-13,Canada,Mobile,25-34,Paid Search
U031661,2026-02-01,Canada,Desktop,25-34,Referral
U031662,2026-01-27,USA,Mobile,25-34,Email
U031663,2026-02-20,India,Desktop,18-24,Organic
U031664,2026-02-03,India,Mobile,25-34,Paid Search
U031665,2026-01-28,Germany,Mobile,25-34,Referral
U031666,2026-03-14,India,Desktop,35-44,Organic
U031667,2026-03-13,India,Mobile,35-44,Email
U031668,2026-03-26,USA,Mobile,25-34,Email
U031669,2026-01-30,USA,Mobile,35-44,Organic
U031670,2026-01-09,India,Desktop,18-24,Organic
U031671,2026-01-13,India,Mobile,25-34,Organic
U031672,2026-03-23,India,Mobile,35-44,Referral
U031673,2026-03-05,Canada,Mobile,35-44,Organic
U031674,2026-02-07,USA,Mobile,25-34,Organic
U031675,2026-01-22,Canada,Mobile,18-24,Paid Search
U031676,2026-01-31,India,Mobile,25-34,Email
U031677,2026-02-11,India,Mobile,35-44,Paid Search
U031678,2026-03-03,India,Tablet,25-34,Email
U031679,2026-03-05,USA,Mobile,35-44,Paid Search
U031680,2026-03-15,USA,Tablet,35-44,Social
U031681,2026-01-09,India,Desktop,55+,Social
U031682,2026-02-13,Canada,Mobile,25-34,Organic
U031683,2026-03-04,Germany,Mobile,18-24,Email
U031684,2026-02-09,Canada,Mobile,55+,Organic
U031685,2026-03-29,UK,Mobile,45-54,Referral
U031686,2026-02-10,USA,Mobile,18-24,Organic
U031687,2026-03-13,India,Mobile,25-34,Organic
U031688,2026-02-19,Germany,Mobile,45-54,Organic
U031689,2026-01-20,UK,Desktop,18-24,Organic
U031690,2026-03-22,Australia,Mobile,25-34,Email
U031691,2026-03-11,USA,Mobile,18-24,Paid Search
U031692,2026-02-11,USA,Mobile,45-54,Organic
U031693,2026-02-02,India,Mobile,18-24,Referral
U031694,2026-03-04,India,Mobile,45-54,Email
U031695,2026-02-26,USA,Desktop,18-24,Paid Search
