transaction_id,user_id,transaction_date,amount,product_type,payment_status
T0001428,U016931,2026-03-19,257.14,Basic,Success
T0001429,U016935,2026-04-22,696.04,Basic,Success
T0001430,U016940,2026-03-18,319.79,Pro,Success
T0001431,U016944,2026-03-17,770.64,Premium,Success
T0001432,U016947,2026-03-31,135.25,Premium,Success
T0001433,U016952,2026-02-27,1221.04,Basic,Success
T0001434,U016972,2026-02-06,370.54,Basic,Success
T0001435,U016973,2026-03-20,784.93,Premium,Success
T0001436,U016992,2026-02-12,361.76,Basic,Success
T0001437,U017001,2026-02-16,717.94,Pro,Success
T0001438,U017025,2026-04-11,1779.51,Pro,Success
T0001439,U017026,2026-01-15,814.56,Pro,Success
T0001440,U017028,2026-02-09,516.12,Basic,Success
T0001441,U017075,2026-03-09,1215.63,Pro,Success
T0001442,U017077,2026-03-12,216.03,Basic,Success
T0001443,U017099,2026-02-13,380.09,Pro,Success
T0001444,U017101,2026-02-11,992.02,Pro,Success
T0001445,U017120,2026-03-20,156.48,Basic,Success
T0001446,U017137,2026-03-16,1857.4,Basic,Success
T0001447,U017153,2026-01-20,1892.08,Basic,Success
T0001448,U017157,2026-01-10,858.71,Pro,Success
T0001449,U017166,2026-02-08,147.46,Premium,Failed
T0001450,U017167,2026-03-16,1283.63,Basic,Success
T0001451,U017175,2026-01-21,1692.87,Pro,Success
T0001452,U017184,2026-01-29,654.06,Basic,Success
T0001453,U017191,2026-03-21,937.51,Pro,Success
T0001454,U017237,2026-04-12,347.25,Basic,Failed
T0001455,U017245,2026-04-06,588.7,Basic,Success
T0001456,U017247,2026-03-13,128.63,Premium,Success
T0001457,U017267,2026-03-29,487.23,Pro,Success
T0001458,U017269,2026-04-12,475.34,Pro,Success
T0001459,U017304,2026-04-26,1384.94,Premium,Success
T0001460,U017316,2026-04-16,560.06,Premium,Success
T0001461,U017335,2026-02-03,311.31,Pro,Success
T0001462,U017345,2026-02-16,882.04,Basic,Success
T0001463,U017357,2026-03-25,302.11,Pro,Success
T0001464,U017378,2026-04-02,706.6,Basic,Success
T0001465,U017385,2026-01-21,857.95,Basic,Success
T0001466,U017406,2026-04-26,488.9,Basic,Success
T0001467,U017436,2026-03-20,206.4,Pro,Success
T0001468,U017441,2026-02-21,222.93,Basic,Success
T0001469,U017448,2026-01-29,70.78,Pro,Success
T0001470,U017449,2026-04-11,733.55,Pro,Success
T0001471,U017452,2026-03-23,552.43,Basic,Success
T0001472,U017453,2026-03-27,1184.8,Pro,Success
T0001473,U017499,2026-03-26,437.88,Pro,Success
T0001474,U017513,2026-04-01,654.13,Basic,Success
T0001475,U017522,2026-02-05,583.49,Basic,Success
T0001476,U017530,2026-02-22,517.71,Pro,Success
T0001477,U017552,2026-03-26,259.31,Pro,Success
T0001478,U017554,2026-02-26,1795.9,Premium,Success
T0001479,U017559,2026-01-28,460.2,Pro,Success
T0001480,U017562,2026-01-29,1039.29,Basic,Failed
T0001481,U017570,2026-02-12,504.04,Premium,Success
T0001482,U017584,2026-03-11,685.54,Pro,Success
T0001483,U017591,2026-01-28,1640.98,Basic,Success
T0001484,U017609,2026-01-19,623.17,Basic,Success
T0001485,U017614,2026-04-06,554.29,Pro,Success
T0001486,U017615,2026-01-23,847.69,Pro,Success
T0001487,U017617,2026-03-21,754.29,Basic,Success
T0001488,U017628,2026-02-07,203.14,Premium,Success
T0001489,U017637,2026-02-20,495.98,Basic,Success
T0001490,U017653,2026-03-01,761.22,Premium,Success
T0001491,U017658,2026-02-03,160.04,Pro,Success
T0001492,U017669,2026-02-15,881.68,Premium,Success
T0001493,U017671,2026-01-22,306.73,Basic,Success
T0001494,U017682,2026-03-10,444.3,Basic,Success
T0001495,U017695,2026-04-02,705.8,Pro,Success
T0001496,U017701,2026-01-25,1267.32,Basic,Failed
T0001497,U017711,2026-02-13,763.93,Premium,Success
T0001498,U017715,2026-04-11,130.21,Basic,Success
T0001499,U017731,2026-02-08,901.27,Basic,Success
T0001500,U017734,2026-03-26,131.13,Premium,Success
T0001501,U017792,2026-03-24,1038.01,Premium,Success
T0001502,U017801,2026-02-14,642.89,Basic,Success
T0001503,U017805,2026-04-13,473.5,Basic,Success
T0001504,U017824,2026-02-15,472.49,Basic,Success
T0001505,U017847,2026-02-04,175.18,Pro,Success
T0001506,U017849,2026-02-12,183.35,Basic,Success
T0001507,U017863,2026-02-14,705.04,Basic,Success
T0001508,U017891,2026-03-04,647.17,Premium,Success
T0001509,U017900,2026-02-16,825.38,Pro,Success
T0001510,U017916,2026-04-17,239.62,Basic,Success
T0001511,U017921,2026-03-09,542.06,Premium,Success
T0001512,U017934,2026-02-19,420.7,Pro,Success
T0001513,U017939,2026-02-10,,Basic,Success
T0001514,U017951,2026-04-03,726.44,Basic,Success
T0001515,U017953,2026-02-15,849.68,Pro,Success
T0001516,U017956,2026-02-06,270.46,Pro,Success
T0001517,U017960,2026-01-18,790.84,Pro,Success
T0001518,U017963,2026-02-02,409.2,Basic,Success
T0001519,U017966,2026-04-20,664.84,Pro,Success
T0001520,U017967,2026-03-18,693.04,Premium,Success
T0001521,U017971,2026-04-11,699.11,Basic,Success
T0001522,U017984,2026-03-26,370.96,Basic,Success
T0001523,U018004,2026-01-18,1784.14,Basic,Success
T0001524,U018016,2026-02-16,1026.2,Basic,Success
T0001525,U018027,2026-04-05,783.56,Pro,Success
T0001526,U018028,2026-01-18,597.06,Basic,Success
T0001527,U018077,2026-03-04,1072.77,Basic,Success
T0001528,U018080,2026-02-23,383.72,Pro,Success
T0001529,U018093,2026-02-01,633.55,Pro,Success
T0001530,U018094,2026-03-11,974.56,Pro,Success
T0001531,U018141,2026-01-20,418.15,Pro,Success
T0001532,U018158,2026-02-17,555.12,Pro,Success
T0001533,U018163,2026-03-12,950.14,Basic,Success
T0001534,U018171,2026-04-02,1360.64,Basic,Success
T0001535,U018172,2026-03-14,371.97,Pro,Success
T0001536,U018187,2026-03-09,213.03,Pro,Success
T0001537,U018206,2026-01-27,1207.02,Premium,Success
T0001538,U018224,2026-01-25,1683.71,Basic,Success
T0001539,U018235,2026-03-12,403.4,Pro,Success
T0001540,U018236,2026-04-04,341.83,Pro,Success
T0001541,U018254,2026-02-15,537.57,Basic,Success
T0001542,U018269,2026-04-01,1305.07,Basic,Success
T0001543,U018270,2026-03-07,1085.27,Basic,Success
T0001544,U018277,2026-03-18,284.77,Basic,Failed
T0001545,U018283,2026-02-06,767.74,Basic,Success
T0001546,U018285,2026-02-27,863.2,Basic,Success
T0001547,U018286,2026-01-17,712.69,Pro,Success
T0001548,U018293,2026-03-01,532.06,Pro,Success
T0001549,U018294,2026-03-09,1528.25,Premium,Failed
T0001550,U018297,2026-04-16,320.67,Basic,Failed
T0001551,U018304,2026-04-02,441.31,Basic,Failed
T0001552,U018307,2026-03-11,,Basic,Success
T0001553,U018323,2026-02-25,364.62,Basic,Success
T0001554,U018324,2026-03-15,741.94,Premium,Success
T0001555,U018328,2026-04-06,286.87,Pro,Success
T0001556,U018336,2026-02-18,864.88,Basic,Success
T0001557,U018338,2026-03-17,818.47,Pro,Success
T0001558,U018346,2026-01-26,317.3,Basic,Success
T0001559,U018351,2026-03-13,1258.2,Basic,Success
T0001560,U018352,2026-01-06,592.11,Pro,Success
T0001561,U018365,2026-04-19,958.26,Pro,Success
T0001562,U018389,2026-01-12,319.24,Pro,Success
T0001563,U018412,2026-01-22,578.54,Pro,Success
T0001564,U018419,2026-04-22,443.19,Basic,Success
T0001565,U018445,2026-02-01,559.72,Pro,Success
T0001566,U018446,2026-03-11,,Premium,Success
T0001567,U018456,2026-01-09,609.87,Pro,Success
T0001568,U018463,2026-02-22,946.92,Pro,Success
T0001569,U018472,2026-02-01,1167.76,Basic,Success
T0001570,U018491,2026-03-09,161.94,Pro,Success
T0001571,U018504,2026-02-25,1263.08,Basic,Success
T0001572,U018515,2026-03-17,136.08,Basic,Success
T0001573,U018518,2026-03-04,885.63,Pro,Success
T0001574,U018527,2026-03-10,831.07,Basic,Success
T0001575,U018529,2026-03-20,1284.77,Basic,Success
T0001576,U018534,2026-02-17,814.07,Premium,Success
T0001577,U018572,2026-04-11,695.53,Pro,Success
T0001578,U018586,2026-04-17,687.43,Pro,Success
T0001579,U018598,2026-03-11,413.99,Pro,Success
T0001580,U018600,2026-03-20,703.34,Pro,Success
T0001581,U018606,2026-04-09,1717.66,Basic,Success
T0001582,U018620,2026-03-26,391.56,Pro,Success
T0001583,U018623,2026-03-22,559.78,Basic,Success
T0001584,U018625,2026-02-12,1099.74,Basic,Failed
T0001585,U018629,2026-01-27,356.49,Basic,Success
T0001586,U018631,2026-04-11,1180.96,Pro,Success
T0001587,U018662,2026-04-07,836.98,Basic,Success
T0001588,U018693,2026-02-13,129.37,Basic,Success
T0001589,U018711,2026-01-30,1789.03,Pro,Success
T0001590,U018746,2026-03-11,1106.99,Basic,Success
T0001591,U018749,2026-01-25,556.81,Pro,Success
T0001592,U018758,2026-04-08,175.78,Basic,Success
T0001593,U018779,2026-04-07,139.03,Basic,Success
T0001594,U018784,2026-03-31,1002.28,Pro,Success
T0001595,U018786,2026-01-20,427.39,Basic,Success
T0001596,U018795,2026-04-11,1656.96,Basic,Success
T0001597,U018829,2026-02-22,500.4,Pro,Success
T0001598,U018846,2026-02-12,354.27,Basic,Success
T0001599,U018854,2026-02-15,1300.9,Pro,Failed
T0001600,U018879,2026-01-12,931.8,Pro,Success
T0001601,U018896,2026-02-08,1281.86,Premium,Success
T0001602,U018909,2026-04-20,563.95,Pro,Failed
T0001603,U018921,2026-03-29,670.03,Basic,Failed
T0001604,U018927,2026-02-15,1084.48,Basic,Success
T0001605,U018938,2026-01-17,1533.31,Basic,Success
T0001606,U018941,2026-03-03,507.02,Pro,Success
T0001607,U018957,2026-03-02,947.01,Basic,Success
T0001608,U018962,2026-02-10,1116.17,Basic,Success
T0001609,U018963,2026-02-03,1093.03,Premium,Success
T0001610,U018965,2026-03-11,236.82,Basic,Success
T0001611,U019008,2026-02-11,228.98,Pro,Success
T0001612,U019022,2026-03-16,1309.1,Pro,Success
T0001613,U019030,2026-03-07,100.65,Premium,Success
T0001614,U019031,2026-03-11,517.44,Basic,Success
T0001615,U019035,2026-02-06,483.91,Pro,Success
T0001616,U019036,2026-03-31,411.83,Basic,Success
T0001617,U019039,2026-03-18,648.89,Premium,Success
T0001618,U019041,2026-02-23,819.62,Pro,Success
T0001619,U019043,2026-03-07,1172.69,Premium,Success
T0001620,U019046,2026-04-03,1671.4,Pro,Success
T0001621,U019047,2026-03-27,1144.92,Pro,Success
T0001622,U019049,2026-02-02,184.89,Pro,Success
T0001623,U019068,2026-04-05,782.37,Pro,Success
T0001624,U019070,2026-03-18,558.52,Basic,Success
T0001625,U019080,2026-02-27,399.49,Basic,Success
T0001626,U019094,2026-04-11,87.01,Pro,Failed
T0001627,U019106,2026-03-13,597.16,Pro,Success
T0001628,U019117,2026-03-03,884.12,Basic,Success
T0001629,U019121,2026-04-27,1012.83,Basic,Success
T0001630,U019122,2026-02-06,1383.46,Pro,Success
T0001631,U019132,2026-03-26,514.3,Basic,Success
T0001632,U019135,2026-03-21,521.26,Basic,Success
T0001633,U019157,2026-04-04,274.2,Premium,Success
T0001634,U019163,2026-02-10,811.81,Basic,Success
T0001635,U019164,2026-02-26,396.46,Basic,Success
T0001636,U019169,2026-03-15,141.81,Basic,Success
T0001637,U019177,2026-02-28,432.39,Premium,Success
T0001638,U019197,2026-02-11,306.83,Pro,Failed
T0001639,U019209,2026-03-31,1143.82,Pro,Success
T0001640,U019216,2026-04-11,504.86,Basic,Success
T0001641,U019218,2026-03-25,385.56,Basic,Success
T0001642,U019227,2026-01-28,428.09,Pro,Success
T0001643,U019229,2026-02-26,835.48,Pro,Success
T0001644,U019236,2026-02-25,1225.14,Pro,Success
T0001645,U019258,2026-01-22,649.57,Pro,Success
T0001646,U019284,2026-02-10,787.61,Basic,Success
T0001647,U019308,2026-03-12,843.19,Premium,Success
T0001648,U019328,2026-02-20,1275.72,Pro,Success
T0001649,U019344,2026-02-15,672.09,Pro,Success
T0001650,U019348,2026-03-19,287.86,Pro,Success
T0001651,U019354,2026-04-16,1262.2,Premium,Success
T0001652,U019357,2026-04-05,562.49,Basic,Success
T0001653,U019379,2026-02-15,1740.23,Pro,Success
T0001654,U019381,2026-03-07,584.23,Premium,Success
T0001655,U019382,2026-01-19,439.83,Pro,Success
T0001656,U019385,2026-03-12,316.44,Premium,Success
T0001657,U019386,2026-04-02,546.14,Basic,Success
T0001658,U019393,2026-02-23,893.91,Pro,Success
T0001659,U019396,2026-03-16,274.95,Basic,Success
T0001660,U019408,2026-04-09,836.56,Basic,Success
T0001661,U019410,2026-02-14,1600.22,Premium,Success
T0001662,U019418,2026-04-01,464.46,Basic,Success
T0001663,U019425,2026-02-20,649.07,Basic,Success
T0001664,U019429,2026-04-25,285.45,Premium,Success
T0001665,U019433,2026-02-01,484.52,Basic,Success
T0001666,U019441,2026-03-12,741.69,Pro,Success
T0001667,U019443,2026-03-05,634.48,Premium,Success
T0001668,U019447,2026-03-28,332.8,Basic,Success
T0001669,U019449,2026-02-26,781.15,Basic,Success
T0001670,U019451,2026-02-28,302.55,Basic,Success
T0001671,U019454,2026-02-18,592.3,Basic,Failed
T0001672,U019455,2026-02-17,761.34,Pro,Success
T0001673,U019478,2026-01-24,338.29,Pro,Success
T0001674,U019480,2026-02-14,559.04,Basic,Failed
T0001675,U019493,2026-01-31,373.3,Pro,Success
T0001676,U019510,2026-02-27,407.11,Pro,Success
T0001677,U019518,2026-04-15,602.06,Basic,Success
T0001678,U019526,2026-04-06,340.5,Basic,Success
T0001679,U019530,2026-02-22,212.95,Premium,Success
T0001680,U019557,2026-01-28,209.49,Pro,Success
T0001681,U019568,2026-01-28,329.19,Pro,Failed
T0001682,U019575,2026-02-12,298.79,Premium,Failed
T0001683,U019586,2026-04-23,491.34,Basic,Success
T0001684,U019592,2026-04-07,921.55,Premium,Success
T0001685,U019614,2026-01-28,538.41,Basic,Success
T0001686,U019615,2026-02-06,337.07,Basic,Success
T0001687,U019621,2026-04-06,193.37,Pro,Success
T0001688,U019628,2026-04-11,960.74,Basic,Success
T0001689,U019638,2026-01-15,302.13,Basic,Success
T0001690,U019639,2026-01-26,844.28,Basic,Failed
T0001691,U019661,2026-04-20,1258.86,Pro,Success
T0001692,U019669,2026-03-18,1047.81,Pro,Success
T0001693,U019688,2026-03-24,921.06,Basic,Failed
T0001694,U019721,2026-04-28,938.86,Pro,Success
T0001695,U019740,2026-02-11,885.01,Premium,Success
T0001696,U019742,2026-02-19,431.68,Basic,Success
T0001697,U019765,2026-03-25,948.71,Basic,Success
T0001698,U019814,2026-03-18,457.36,Premium,Success
T0001699,U019830,2026-01-26,1467.89,Basic,Success
T0001700,U019836,2026-04-24,581.4,Pro,Success
T0001701,U019879,2026-01-27,729.73,Basic,Success
T0001702,U019886,2026-01-11,281.12,Pro,Success
T0001703,U019891,2026-04-10,588.23,Premium,Success
T0001704,U019902,2026-03-17,474.79,Basic,Success
T0001705,U019908,2026-03-02,997.23,Pro,Success
T0001706,U019914,2026-04-03,,Basic,Success
T0001707,U019917,2026-03-13,259.13,Pro,Success
T0001708,U019934,2026-04-12,1007.46,Pro,Success
T0001709,U019935,2026-04-08,319.7,Premium,Success
T0001710,U019950,2026-01-25,483.92,Basic,Success
T0001711,U019953,2026-01-18,314.08,Basic,Success
T0001712,U019958,2026-03-24,715.33,Basic,Success
T0001713,U019959,2026-01-21,442.36,Premium,Success
T0001714,U019965,2026-01-18,594.66,Pro,Success
T0001715,U019970,2026-02-25,902.17,Basic,Success
T0001716,U019971,2026-02-09,933.58,Basic,Success
T0001717,U020014,2026-02-24,503.79,Basic,Success
T0001718,U020019,2026-01-21,1237.7,Basic,Success
T0001719,U020037,2026-03-26,418.55,Basic,Success
T0001720,U020042,2026-03-26,683.31,Basic,Success
T0001721,U020045,2026-02-06,449.41,Basic,Success
T0001722,U020073,2026-02-09,338.11,Basic,Success
T0001723,U020078,2026-01-24,539.26,Basic,Success
T0001724,U020096,2026-02-25,1382.37,Basic,Failed
T0001725,U020100,2026-03-11,1285.3,Basic,Success
T0001726,U020146,2026-02-14,1738.76,Pro,Success
T0001727,U020151,2026-03-29,423.15,Pro,Success
T0001728,U020157,2026-02-08,451.09,Basic,Success
T0001729,U020160,2026-02-26,437.96,Pro,Success
T0001730,U020163,2026-01-11,1365.1,Pro,Success
T0001731,U020210,2026-03-20,407.03,Basic,Success
T0001732,U020232,2026-04-03,135.32,Basic,Success
T0001733,U020237,2026-03-27,1218.77,Pro,Success
T0001734,U020238,2026-04-09,1168.29,Premium,Success
T0001735,U020241,2026-03-06,791.45,Premium,Success
T0001736,U020242,2026-03-20,602.27,Basic,Success
T0001737,U020258,2026-03-26,545.37,Pro,Success
T0001738,U020308,2026-04-13,321.26,Pro,Success
T0001739,U020345,2026-02-05,329.78,Pro,Success
T0001740,U020352,2026-01-15,464.78,Pro,Success
T0001741,U020357,2026-01-18,1098.57,Basic,Success
T0001742,U020390,2026-02-18,560.82,Basic,Success
T0001743,U020396,2026-03-24,281.51,Basic,Success
T0001744,U020402,2026-01-26,871.33,Basic,Success
T0001745,U020404,2026-04-18,536.26,Premium,Success
T0001746,U020421,2026-03-19,864.61,Pro,Success
T0001747,U020463,2026-02-19,182.87,Pro,Success
T0001748,U020467,2026-04-08,1195.68,Pro,Success
T0001749,U020475,2026-02-24,1553.21,Basic,Success
T0001750,U020484,2026-04-05,281.46,Basic,Success
T0001751,U020486,2026-03-08,1132.6,Basic,Success
T0001752,U020500,2026-02-09,187.54,Basic,Success
T0001753,U020511,2026-02-08,,Pro,Success
T0001754,U020515,2026-02-18,1570.12,Pro,Success
T0001755,U020526,2026-01-12,703.14,Basic,Success
T0001756,U020532,2026-02-05,403.58,Basic,Success
T0001757,U020534,2026-01-29,226.52,Basic,Success
T0001758,U020536,2026-01-19,893.12,Pro,Success
T0001759,U020553,2026-04-07,1190.93,Basic,Success
T0001760,U020582,2026-03-05,520.64,Pro,Success
T0001761,U020583,2026-01-12,935.92,Premium,Success
T0001762,U020585,2026-04-03,1087.12,Pro,Success
T0001763,U020592,2026-01-11,492.68,Basic,Success
T0001764,U020598,2026-01-17,608.9,Basic,Success
T0001765,U020614,2026-03-31,715.0,Basic,Success
T0001766,U020662,2026-03-04,321.39,Pro,Success
T0001767,U020670,2026-03-20,1833.33,Basic,Success
T0001768,U020675,2026-03-28,614.54,Basic,Failed
T0001769,U020679,2026-02-07,216.61,Pro,Success
T0001770,U020682,2026-02-26,369.23,Pro,Success
T0001771,U020683,2026-04-16,1251.5,Pro,Success
T0001772,U020692,2026-02-21,244.94,Pro,Success
T0001773,U020704,2026-01-28,1123.51,Basic,Success
T0001774,U020732,2026-04-16,1296.69,Premium,Success
T0001775,U020734,2026-03-02,98.49,Basic,Success
T0001776,U020748,2026-01-19,1204.33,Basic,Success
T0001777,U020767,2026-04-04,672.72,Premium,Success
T0001778,U020808,2026-01-30,1038.83,Basic,Success
T0001779,U020821,2026-03-14,704.44,Premium,Failed
T0001780,U020833,2026-02-07,496.54,Premium,Success
T0001781,U020844,2026-04-01,440.42,Pro,Success
T0001782,U020854,2026-02-09,847.45,Basic,Success
T0001783,U020877,2026-03-31,477.83,Premium,Success
T0001784,U020879,2026-01-24,305.13,Premium,Success
T0001785,U020887,2026-04-17,326.82,Basic,Failed
T0001786,U020888,2026-03-29,581.05,Basic,Success
T0001787,U020899,2026-01-29,850.35,Pro,Success
T0001788,U020907,2026-02-23,764.15,Pro,Success
T0001789,U020922,2026-01-12,425.1,Pro,Success
T0001790,U020928,2026-02-18,708.75,Pro,Success
T0001791,U020946,2026-04-14,1383.48,Pro,Success
T0001792,U020951,2026-03-01,867.06,Basic,Success
T0001793,U020958,2026-04-02,516.81,Basic,Failed
T0001794,U020998,2026-03-17,1013.82,Basic,Success
T0001795,U021000,2026-01-30,710.5,Basic,Success
T0001796,U021013,2026-04-01,685.53,Premium,Success
T0001797,U021019,2026-02-16,516.78,Basic,Success
T0001798,U021082,2026-03-07,660.14,Basic,Success
T0001799,U021083,2026-04-08,387.23,Premium,Success
T0001800,U021106,2026-01-24,1897.3,Pro,Success
T0001801,U021146,2026-03-26,628.69,Basic,Success
T0001802,U021147,2026-03-15,762.44,Basic,Success
T0001803,U021169,2026-04-12,425.14,Basic,Success
T0001804,U021183,2026-03-11,785.93,Pro,Success
T0001805,U021188,2026-01-31,,Premium,Success
T0001806,U021201,2026-03-23,2010.85,Basic,Success
T0001807,U021206,2026-04-03,1131.94,Pro,Success
T0001808,U021208,2026-02-05,297.35,Basic,Success
T0001809,U021218,2026-03-04,186.52,Basic,Success
T0001810,U021222,2026-03-26,773.04,Pro,Success
T0001811,U021227,2026-02-07,242.18,Pro,Success
T0001812,U021229,2026-02-09,1062.02,Basic,Success
T0001813,U021235,2026-02-25,676.03,Premium,Success
T0001814,U021244,2026-01-27,380.13,Basic,Success
T0001815,U021262,2026-03-01,1127.55,Premium,Success
T0001816,U021265,2026-03-07,475.72,Basic,Success
T0001817,U021272,2026-03-11,1182.31,Pro,Success
T0001818,U021277,2026-03-03,616.63,Basic,Success
T0001819,U021279,2026-03-04,729.02,Basic,Success
T0001820,U021294,2026-01-14,2243.58,Premium,Success
T0001821,U021303,2026-02-04,813.15,Pro,Success
T0001822,U021304,2026-03-12,682.47,Basic,Success
T0001823,U021343,2026-02-23,487.05,Premium,Success
T0001824,U021389,2026-04-02,1525.92,Premium,Success
T0001825,U021412,2026-03-01,1131.17,Basic,Success
T0001826,U021413,2026-01-29,824.88,Pro,Failed
T0001827,U021414,2026-03-04,822.88,Basic,Success
T0001828,U021419,2026-03-19,1058.84,Pro,Success
T0001829,U021422,2026-01-26,920.7,Basic,Success
T0001830,U021425,2026-03-11,248.71,Basic,Success
T0001831,U021439,2026-03-22,740.68,Pro,Success
T0001832,U021459,2026-03-10,1447.95,Premium,Success
T0001833,U021474,2026-01-23,731.75,Pro,Success
T0001834,U021475,2026-03-29,369.28,Premium,Success
T0001835,U021504,2026-04-18,420.03,Basic,Success
T0001836,U021526,2026-02-22,698.98,Basic,Success
T0001837,U021562,2026-03-28,1302.21,Pro,Success
T0001838,U021588,2026-03-19,727.19,Premium,Success
T0001839,U021592,2026-02-25,1210.01,Basic,Failed
T0001840,U021618,2026-01-25,295.3,Pro,Success
T0001841,U021625,2026-03-15,147.5,Premium,Success
T0001842,U021636,2026-03-17,468.28,Basic,Success
T0001843,U021688,2026-01-20,330.77,Basic,Success
T0001844,U021730,2026-03-21,291.88,Pro,Success
T0001845,U021734,2026-03-10,629.2,Basic,Success
T0001846,U021742,2026-04-08,283.48,Basic,Success
T0001847,U021748,2026-01-30,770.03,Pro,Success
T0001848,U021763,2026-02-16,1047.29,Basic,Success
T0001849,U021781,2026-03-21,1034.96,Pro,Success
T0001850,U021794,2026-02-19,881.29,Basic,Success
T0001851,U021795,2026-02-01,883.4,Basic,Success
T0001852,U021800,2026-03-23,270.12,Basic,Success
T0001853,U021805,2026-01-19,602.57,Pro,Success
T0001854,U021820,2026-01-29,978.53,Premium,Success
T0001855,U021831,2026-03-24,560.86,Basic,Success
T0001856,U021833,2026-02-08,325.86,Pro,Success
T0001857,U021835,2026-03-24,1076.34,Basic,Success
T0001858,U021852,2026-02-03,752.22,Basic,Success
T0001859,U021865,2026-03-05,,Basic,Success
T0001860,U021869,2026-03-23,640.25,Basic,Success
T0001861,U021873,2026-02-05,679.09,Pro,Success
T0001862,U021889,2026-03-10,512.05,Premium,Success
T0001863,U021891,2026-03-13,782.1,Pro,Success
T0001864,U021895,2026-04-23,912.64,Basic,Success
T0001865,U021905,2026-04-10,685.99,Pro,Success
T0001866,U021914,2026-03-18,425.48,Pro,Success
T0001867,U021915,2026-03-20,216.46,Premium,Success
T0001868,U021916,2026-02-23,273.93,Premium,Success
T0001869,U021930,2026-04-03,963.63,Pro,Success
T0001870,U021946,2026-03-20,519.18,Premium,Failed
T0001871,U021950,2026-03-30,2138.22,Pro,Success
T0001872,U021965,2026-02-28,919.46,Premium,Success
T0001873,U022013,2026-03-29,395.99,Premium,Success
T0001874,U022014,2026-03-24,2432.3,Basic,Success
T0001875,U022017,2026-02-12,332.39,Premium,Success
T0001876,U022051,2026-02-12,225.29,Basic,Success
T0001877,U022066,2026-03-22,1129.82,Premium,Success
T0001878,U022070,2026-02-27,495.42,Basic,Success
T0001879,U022075,2026-02-01,282.74,Pro,Success
T0001880,U022087,2026-01-12,803.42,Basic,Success
T0001881,U022102,2026-03-04,846.89,Basic,Failed
T0001882,U022120,2026-03-02,305.75,Basic,Success
T0001883,U022144,2026-02-24,446.99,Basic,Failed
T0001884,U022150,2026-03-20,897.25,Basic,Success
T0001885,U022163,2026-03-19,68.11,Premium,Success
T0001886,U022167,2026-04-09,684.66,Basic,Success
T0001887,U022176,2026-02-03,365.65,Pro,Success
T0001888,U022177,2026-03-30,284.2,Pro,Success
T0001889,U022190,2026-03-06,479.51,Pro,Success
T0001890,U022192,2026-01-29,377.19,Pro,Success
T0001891,U022195,2026-04-02,877.4,Basic,Success
T0001892,U022196,2026-02-07,1018.52,Premium,Success
T0001893,U022221,2026-03-01,707.36,Premium,Success
T0001894,U022223,2026-02-18,1462.41,Basic,Success
T0001895,U022228,2026-04-13,238.55,Basic,Success
T0001896,U022248,2026-01-25,561.59,Pro,Success
T0001897,U022256,2026-03-04,1523.86,Basic,Success
T0001898,U022268,2026-04-03,623.63,Pro,Success
T0001899,U022271,2026-01-27,,Pro,Success
T0001900,U022294,2026-03-05,629.84,Basic,Success
T0001901,U022295,2026-03-19,294.04,Basic,Success
T0001902,U022318,2026-01-29,101.97,Basic,Success
T0001903,U022323,2026-02-21,778.75,Basic,Success
T0001904,U022324,2026-01-27,756.63,Pro,Success
T0001905,U022346,2026-03-01,283.16,Pro,Success
T0001906,U022364,2026-03-23,873.04,Basic,Success
T0001907,U022382,2026-03-26,241.38,Pro,Success
T0001908,U022391,2026-02-03,452.8,Basic,Success
T0001909,U022404,2026-03-10,1113.48,Pro,Success
T0001910,U022406,2026-03-12,743.73,Basic,Success
T0001911,U022435,2026-02-18,1338.7,Premium,Success
T0001912,U022453,2026-03-17,504.51,Basic,Success
T0001913,U022454,2026-03-19,387.93,Pro,Success
T0001914,U022471,2026-02-14,693.85,Premium,Success
T0001915,U022482,2026-03-23,627.78,Pro,Success
T0001916,U022487,2026-02-27,1376.8,Basic,Success
T0001917,U022503,2026-01-17,1409.83,Basic,Failed
T0001918,U022540,2026-01-17,1425.68,Pro,Failed
T0001919,U022545,2026-03-26,1135.43,Basic,Success
T0001920,U022551,2026-03-21,264.03,Pro,Success
T0001921,U022553,2026-03-11,553.89,Premium,Success
T0001922,U022579,2026-02-14,171.18,Pro,Success
T0001923,U022596,2026-02-20,1454.97,Basic,Success
T0001924,U022607,2026-04-02,426.95,Pro,Success
T0001925,U022630,2026-02-27,815.96,Premium,Success
T0001926,U022669,2026-03-02,281.88,Basic,Success
T0001927,U022671,2026-04-14,520.05,Basic,Success
T0001928,U022695,2026-02-21,634.84,Pro,Success
T0001929,U022696,2026-01-16,1297.75,Premium,Success
T0001930,U022699,2026-03-15,901.42,Basic,Success
T0001931,U022705,2026-02-12,386.76,Premium,Success
T0001932,U022715,2026-04-07,1805.61,Premium,Success
T0001933,U022718,2026-04-23,342.77,Basic,Success
T0001934,U022725,2026-02-01,590.49,Pro,Success
T0001935,U022727,2026-02-11,557.32,Premium,Success
T0001936,U022728,2026-04-21,277.02,Basic,Success
T0001937,U022729,2026-04-03,809.67,Pro,Success
T0001938,U022755,2026-02-20,609.67,Basic,Success
T0001939,U022799,2026-02-02,236.3,Basic,Success
T0001940,U022801,2026-03-10,464.76,Premium,Success
