user_id,experiment_name,experiment_group,assignment_date,variant_version
U009139,onboarding_v2,Treatment,2026-02-06,v2
U009140,onboarding_v2,Control,2026-01-24,v1
U009141,onboarding_v2,Treatment,2026-02-24,v2
U009142,onboarding_v2,Treatment,2026-01-25,v2
U009143,onboarding_v2,Treatment,2026-01-07,v2
U009144,onboarding_v2,Treatment,2026-03-22,v2
U009145,onboarding_v2,Control,2026-03-12,v1
U009146,onboarding_v2,Control,2026-03-12,v1
U009147,onboarding_v2,Control,2026-01-24,v1
U009148,onboarding_v2,Control,2026-01-11,v1
U009149,onboarding_v2,Treatment,2026-03-14,v2
U009150,onboarding_v2,Control,2026-01-12,v1
U009151,onboarding_v2,Treatment,2026-02-04,v2
U009152,onboarding_v2,Control,2026-03-04,v1
U009153,onboarding_v2,Control,2026-03-09,v1
U009154,onboarding_v2,Control,2026-02-26,v1
U009155,onboarding_v2,Treatment,2026-01-13,v2
U009156,onboarding_v2,Control,2026-01-23,v1
U009157,onboarding_v2,Treatment,2026-03-24,v2
U009158,onboarding_v2,Treatment,2026-02-08,v2
U009159,onboarding_v2,Control,2026-03-29,v1
U009160,onboarding_v2,Control,2026-03-21,v1
U009161,onboarding_v2,Treatment,2026-01-12,v2
U009162,onboarding_v2,Control,2026-02-03,v1
U009163,onboarding_v2,Treatment,2026-03-12,v2
U009164,onboarding_v2,Control,2026-03-16,v1
U009165,onboarding_v2,Treatment,2026-01-31,v2
U009166,onboarding_v2,Treatment,2026-03-03,v2
U009167,onboarding_v2,Treatment,2026-01-13,v2
U009168,onboarding_v2,Treatment,2026-01-31,v2
U009169,onboarding_v2,Treatment,2026-01-02,v2
U009170,onboarding_v2,Treatment,2026-01-15,v2
U009171,onboarding_v2,Treatment,2026-02-26,v2
U009172,onboarding_v2,Treatment,2026-03-16,v2
U009173,onboarding_v2,Treatment,2026-02-03,v2
U009174,onboarding_v2,Control,2026-03-09,v1
U009175,onboarding_v2,Control,2026-03-16,v1
U009176,onboarding_v2,Control,2026-01-29,v1
U009177,onboarding_v2,Treatment,2026-03-07,v2
U009178,onboarding_v2,Control,2026-01-16,v1
U009179,onboarding_v2,Treatment,2026-02-08,v2
U009180,onboarding_v2,Treatment,2026-03-18,v2
U009181,onboarding_v2,Control,2026-02-06,v1
U009182,onboarding_v2,Control,2026-03-22,v1
U009183,onboarding_v2,Treatment,2026-01-21,v2
U009184,onboarding_v2,Treatment,2026-02-13,v2
U009185,onboarding_v2,Control,2026-01-19,v1
U009186,onboarding_v2,Treatment,2026-03-12,v2
U009187,onboarding_v2,Control,2026-01-08,v1
U009188,onboarding_v2,Control,2026-03-18,v1
U009189,onboarding_v2,Treatment,2026-03-07,v2
U009190,onboarding_v2,Control,2026-02-10,v1
U009191,onboarding_v2,Treatment,2026-03-16,v2
U009192,onboarding_v2,Treatment,2026-03-29,v2
U009193,onboarding_v2,Treatment,2026-03-11,v2
U009194,onboarding_v2,Treatment,2026-03-02,v2
U009195,onboarding_v2,Control,2026-01-26,v1
U009196,onboarding_v2,Treatment,2026-03-12,v2
U009197,onboarding_v2,Control,2026-03-24,v1
U009198,onboarding_v2,Control,2026-03-11,v1
U009199,onboarding_v2,Treatment,2026-01-29,v2
U009200,onboarding_v2,Treatment,2026-03-08,v2
U009201,onboarding_v2,Treatment,2026-01-19,v2
U009202,onboarding_v2,Control,2026-03-09,v1
U009203,onboarding_v2,Treatment,2026-02-27,v2
U009204,onboarding_v2,Treatment,2026-03-11,v2
U009205,onboarding_v2,Control,2026-02-26,v1
U009206,onboarding_v2,Treatment,2026-02-06,v2
U009207,onboarding_v2,Treatment,2026-03-02,v2
U009208,onboarding_v2,Treatment,2026-01-30,v2
U009209,onboarding_v2,Control,2026-03-12,v1
U009210,onboarding_v2,Treatment,2026-03-14,v2
U009211,onboarding_v2,Control,2026-01-25,v1
U009212,onboarding_v2,Control,2026-03-06,v1
U009213,onboarding_v2,Treatment,2026-01-06,v2
U009214,onboarding_v2,Control,2026-01-18,v1
U009215,onboarding_v2,Treatment,2026-01-10,v2
U009216,onboarding_v2,Control,2026-01-11,v1
U009217,onboarding_v2,Treatment,2026-03-06,v2
U009218,onboarding_v2,Treatment,2026-03-18,v2
U009219,onboarding_v2,Treatment,2026-03-25,v2
U009220,onboarding_v2,Control,2026-03-06,v1
U009221,onboarding_v2,Treatment,2026-02-21,v2
U009222,onboarding_v2,Treatment,2026-03-08,v2
U009223,onboarding_v2,Control,2026-03-23,v1
U009224,onboarding_v2,Treatment,2026-03-19,v2
U009225,onboarding_v2,Treatment,2026-01-31,v2
U009226,onboarding_v2,Control,2026-01-17,v1
U009227,onboarding_v2,Treatment,2026-02-24,v2
U009228,onboarding_v2,Treatment,2026-02-05,v2
U009229,onboarding_v2,Control,2026-01-26,v1
U009230,onboarding_v2,Control,2025-12-20,v1
U009231,onboarding_v2,Treatment,2026-01-17,v2
U009232,onboarding_v2,Treatment,2026-03-27,v2
U009233,onboarding_v2,Treatment,2026-01-25,v2
U009234,onboarding_v2,Treatment,2026-01-02,v2
U009235,onboarding_v2,Treatment,2026-03-27,v2
U009236,onboarding_v2,Control,2026-01-05,v1
U009237,onboarding_v2,Control,2026-01-04,v1
U009238,onboarding_v2,Treatment,2026-02-05,v2
U009239,onboarding_v2,Treatment,2026-01-06,v2
U009240,onboarding_v2,Control,2026-01-21,v1
U009241,onboarding_v2,Control,2026-03-18,v1
U009242,onboarding_v2,Control,2026-03-30,v1
U009243,onboarding_v2,Treatment,2026-01-26,v2
U009244,onboarding_v2,Treatment,2026-02-24,v2
U009245,onboarding_v2,Control,2026-02-08,v1
U009246,onboarding_v2,Control,2026-03-25,v1
U009247,onboarding_v2,Treatment,2026-02-02,v2
U009248,onboarding_v2,Treatment,2026-01-14,v2
U009249,onboarding_v2,Control,2026-02-25,v1
U009250,onboarding_v2,Treatment,2026-03-22,v2
U009251,onboarding_v2,Treatment,2026-01-21,v2
U009252,onboarding_v2,Control,2026-02-15,v1
U009253,onboarding_v2,Control,2026-01-16,v1
U009254,onboarding_v2,Treatment,2026-01-16,v2
U009255,onboarding_v2,Control,2026-03-25,v1
U009256,onboarding_v2,Treatment,2026-01-29,v2
U009257,onboarding_v2,Treatment,2026-01-08,v2
U009258,onboarding_v2,Control,2026-03-29,v1
U009259,onboarding_v2,Treatment,2026-01-03,v2
U009260,onboarding_v2,Control,2026-03-30,v1
U009261,onboarding_v2,Control,2026-01-19,v1
U009262,onboarding_v2,Control,2026-03-07,v1
U009263,onboarding_v2,Treatment,2026-03-20,v2
U009264,onboarding_v2,Treatment,2026-03-27,v2
U009265,onboarding_v2,Treatment,2026-03-15,v2
U009266,onboarding_v2,Treatment,2026-03-23,v2
U009267,onboarding_v2,Treatment,2026-01-22,v2
U009268,onboarding_v2,Control,2026-02-15,v1
U009269,onboarding_v2,Control,2026-01-13,v1
U009270,onboarding_v2,Control,2026-02-02,v1
U009271,onboarding_v2,Control,2026-01-06,v1
U009272,onboarding_v2,Control,2026-03-31,v1
U009273,onboarding_v2,Control,2026-03-18,v1
U009274,onboarding_v2,Control,2026-01-27,v1
U009275,onboarding_v2,Control,2026-03-19,v1
U009276,onboarding_v2,Control,2026-01-24,v1
U009277,onboarding_v2,Control,2026-03-08,v1
U009278,onboarding_v2,Treatment,2026-03-04,v2
U009279,onboarding_v2,Control,2026-02-17,v1
U009280,onboarding_v2,Treatment,2026-03-04,v2
U009281,onboarding_v2,Control,2026-03-19,v1
U009282,onboarding_v2,Control,2026-01-12,v1
U009283,onboarding_v2,Treatment,2026-01-28,v2
U009284,onboarding_v2,Control,2026-02-13,v1
U009285,onboarding_v2,Control,2026-02-12,v1
U009286,onboarding_v2,Treatment,2026-01-17,v2
U009287,onboarding_v2,Treatment,2026-02-09,v2
U009288,onboarding_v2,Control,2026-02-18,v1
U009289,onboarding_v2,Control,2026-03-26,v1
U009290,onboarding_v2,Control,2026-02-26,v1
U009291,onboarding_v2,Control,2026-03-28,v1
U009292,onboarding_v2,Treatment,2026-03-25,v2
U009293,onboarding_v2,Treatment,2026-03-05,v2
U009294,onboarding_v2,Control,2026-03-16,v1
U009295,onboarding_v2,Control,2026-02-26,v1
U009296,onboarding_v2,Control,2026-03-15,v1
U009297,onboarding_v2,Control,2026-03-15,v1
U009298,onboarding_v2,Control,2026-03-11,v1
U009299,onboarding_v2,Control,2026-03-29,v1
U009300,onboarding_v2,Treatment,2026-03-18,v2
U009301,onboarding_v2,Control,2026-02-12,v1
U009302,onboarding_v2,Control,2026-01-23,v1
U009303,onboarding_v2,Control,2026-01-27,v1
U009304,onboarding_v2,Treatment,2026-02-28,v2
U009305,onboarding_v2,Treatment,2026-02-06,v2
U009306,onboarding_v2,Treatment,2026-01-06,v2
U009307,onboarding_v2,Control,2026-03-06,v1
U009308,onboarding_v2,Control,2026-01-06,v1
U009309,onboarding_v2,Treatment,2026-02-19,v2
U009310,onboarding_v2,Control,2026-01-22,v1
U009311,onboarding_v2,Treatment,2026-03-29,v2
U009312,onboarding_v2,Treatment,2026-01-25,v2
U009313,onboarding_v2,Treatment,2026-03-20,v2
U009314,onboarding_v2,Treatment,2026-03-31,v2
U009315,onboarding_v2,Control,2026-03-13,v1
U009316,onboarding_v2,Treatment,2026-02-20,v2
U009317,onboarding_v2,Treatment,2026-03-29,v2
U009318,onboarding_v2,Treatment,2026-02-17,v2
U009319,onboarding_v2,Treatment,2026-03-11,v2
U009320,onboarding_v2,Treatment,2026-03-06,v2
U009321,onboarding_v2,Treatment,2026-03-01,v2
U009322,onboarding_v2,Control,2026-02-15,v1
U009323,onboarding_v2,Treatment,2026-02-05,v2
U009324,onboarding_v2,Treatment,2026-02-27,v2
U009325,onboarding_v2,Treatment,2026-03-17,v2
U009326,onboarding_v2,Treatment,2026-02-07,v2
U009327,onboarding_v2,Control,2026-01-11,v1
U009328,onboarding_v2,Treatment,2026-01-12,v2
U009329,onboarding_v2,Treatment,2026-02-11,v2
U009330,onboarding_v2,Control,2026-02-08,v1
U009331,onboarding_v2,Treatment,2026-03-12,v2
U009332,onboarding_v2,Treatment,2026-01-11,v2
U009333,onboarding_v2,Control,2026-02-05,v1
U009334,onboarding_v2,Treatment,2026-02-21,v2
U009335,onboarding_v2,Treatment,2026-01-31,v2
U009336,onboarding_v2,Control,2026-02-02,v1
U009337,onboarding_v2,Treatment,2026-01-13,v2
U009338,onboarding_v2,Treatment,2026-01-18,v2
U009339,onboarding_v2,Control,2026-02-10,v1
U009340,onboarding_v2,Control,2026-02-27,v1
U009341,onboarding_v2,Control,2026-02-25,v1
U009342,onboarding_v2,Treatment,2026-01-24,v2
U009343,onboarding_v2,Treatment,2026-03-14,v2
U009344,onboarding_v2,Control,2026-01-31,v1
U009345,onboarding_v2,Control,2026-02-24,v1
U009346,onboarding_v2,Treatment,2026-01-10,v2
U009347,onboarding_v2,Control,2026-03-01,v1
U009348,onboarding_v2,Control,2026-01-02,v1
U009349,onboarding_v2,Control,2026-01-15,v1
U009350,onboarding_v2,Control,2026-01-03,v1
U009351,onboarding_v2,Control,2026-02-12,v1
U009352,onboarding_v2,Control,2026-01-31,v1
U009353,onboarding_v2,Treatment,2026-03-11,v2
U009354,onboarding_v2,Control,2026-03-08,v1
U009355,onboarding_v2,Treatment,2026-02-25,v2
U009356,onboarding_v2,Control,2026-03-04,v1
U009357,onboarding_v2,Treatment,2026-03-16,v2
U009358,onboarding_v2,Treatment,2026-01-15,v2
U009359,onboarding_v2,Control,2026-01-10,v1
U009360,onboarding_v2,Treatment,2026-02-07,v2
U009361,onboarding_v2,Control,2026-02-16,v1
U009362,onboarding_v2,Control,2026-02-26,v1
U009363,onboarding_v2,Treatment,2026-02-19,v2
U009364,onboarding_v2,Control,2026-03-12,v1
U009365,onboarding_v2,Control,2026-01-15,v1
U009366,onboarding_v2,Treatment,2026-01-18,v2
U009367,onboarding_v2,Control,2026-03-23,v1
U009368,onboarding_v2,Treatment,2026-03-29,v2
U009369,onboarding_v2,Control,2026-01-02,v1
U009370,onboarding_v2,Control,2026-03-25,v1
U009371,onboarding_v2,Control,2026-02-12,v1
U009372,onboarding_v2,Control,2026-01-26,v1
U009373,onboarding_v2,Treatment,2026-03-12,v2
U009374,onboarding_v2,Treatment,2026-02-08,v2
U009375,onboarding_v2,Control,2026-02-11,v1
U009376,onboarding_v2,Control,2026-01-05,v1
U009377,onboarding_v2,Treatment,2026-01-11,v2
U009378,onboarding_v2,Treatment,2026-03-06,v2
U009379,onboarding_v2,Treatment,2026-02-03,v2
U009380,onboarding_v2,Control,2026-01-01,v1
U009381,onboarding_v2,Treatment,2026-03-24,v2
U009382,onboarding_v2,Control,2026-01-02,v1
U009383,onboarding_v2,Treatment,2026-03-26,v2
U009384,onboarding_v2,Treatment,2026-01-21,v2
U009385,onboarding_v2,Control,2026-03-02,v1
U009386,onboarding_v2,Control,2026-03-29,v1
U009387,onboarding_v2,Treatment,2026-01-21,v2
U009388,onboarding_v2,Control,2026-03-29,v1
U009389,onboarding_v2,Treatment,2026-03-09,v2
U009390,onboarding_v2,Control,2026-01-12,v1
U009391,onboarding_v2,Treatment,2026-01-22,v2
U009392,onboarding_v2,Control,2026-01-20,v1
U009393,onboarding_v2,Treatment,2026-03-23,v2
U009394,onboarding_v2,Control,2026-01-01,v1
U009395,onboarding_v2,Treatment,2026-01-30,v2
U009396,onboarding_v2,Treatment,2026-01-24,v2
U009397,onboarding_v2,Treatment,2026-01-14,v2
U009398,onboarding_v2,Control,2026-02-05,v1
U009399,onboarding_v2,Treatment,2026-03-10,v2
U009400,onboarding_v2,Control,2026-03-16,v1
U009401,onboarding_v2,Treatment,2026-01-25,v2
U009402,onboarding_v2,Treatment,2026-03-01,v2
U009403,onboarding_v2,Control,2026-02-25,v1
U009404,onboarding_v2,Treatment,2026-03-18,v2
U009405,onboarding_v2,Treatment,2026-03-21,v2
U009406,onboarding_v2,Control,2026-01-24,v1
U009407,onboarding_v2,Control,2026-03-18,v1
U009408,onboarding_v2,Treatment,2026-01-24,v2
U009409,onboarding_v2,Treatment,2026-02-23,v2
U009410,onboarding_v2,Treatment,2026-01-26,v2
U009411,onboarding_v2,Control,2026-03-07,v1
U009412,onboarding_v2,Control,2026-03-21,v1
U009413,onboarding_v2,Control,2026-02-07,v1
U009414,onboarding_v2,Control,2026-03-06,v1
U009415,onboarding_v2,Treatment,2026-03-16,v2
U009416,onboarding_v2,Treatment,2026-02-20,v2
U009417,onboarding_v2,Treatment,2026-02-04,v2
U009418,onboarding_v2,Treatment,2026-02-12,v2
U009419,onboarding_v2,Control,2026-01-30,v1
U009420,onboarding_v2,Control,2026-02-06,v1
U009421,onboarding_v2,Treatment,2026-03-22,v2
U009422,onboarding_v2,Control,2026-02-27,v1
U009423,onboarding_v2,Control,2026-02-23,v1
U009424,onboarding_v2,Control,2026-02-08,v1
U009425,onboarding_v2,Treatment,2026-02-11,v2
U009426,onboarding_v2,Treatment,2026-01-28,v2
U009427,onboarding_v2,Treatment,2026-01-29,v2
U009428,onboarding_v2,Control,2026-02-12,v1
U009429,onboarding_v2,Treatment,2026-01-03,v2
U009430,onboarding_v2,Treatment,2026-01-10,v2
U009431,onboarding_v2,Treatment,2026-02-28,v2
U009432,onboarding_v2,Control,2026-01-14,v1
U009433,onboarding_v2,Treatment,2026-03-17,v2
U009434,onboarding_v2,Control,2026-02-16,v1
U009435,onboarding_v2,Control,2026-02-11,v1
U009436,onboarding_v2,Treatment,2026-02-01,v2
U009437,onboarding_v2,Control,2026-02-01,v1
U009438,onboarding_v2,Control,2026-02-11,v1
U009439,onboarding_v2,Treatment,2026-02-01,v2
U009440,onboarding_v2,Treatment,2026-01-27,v2
U009441,onboarding_v2,Treatment,2026-01-01,v2
U009442,onboarding_v2,Treatment,2026-02-25,v2
U009443,onboarding_v2,Treatment,2026-01-02,v2
U009444,onboarding_v2,Treatment,2026-03-22,v2
U009445,onboarding_v2,Treatment,2026-01-30,v2
U009446,onboarding_v2,Control,2026-03-12,v1
U009447,onboarding_v2,Treatment,2026-02-21,v2
U009448,onboarding_v2,Control,2026-01-09,v1
U009449,onboarding_v2,Control,2026-01-22,v1
U009450,onboarding_v2,Control,2026-02-03,v1
U009451,onboarding_v2,Treatment,2026-02-18,v2
U009452,onboarding_v2,Treatment,2026-01-01,v2
U009453,onboarding_v2,Control,2026-03-14,v1
U009454,onboarding_v2,Treatment,2026-03-25,v2
U009455,onboarding_v2,Treatment,2026-02-22,v2
U009456,onboarding_v2,Control,2026-03-24,v1
U009457,onboarding_v2,Control,2026-02-09,v1
U009458,onboarding_v2,Control,2026-02-14,v1
U009459,onboarding_v2,Control,2026-03-09,v1
U009460,onboarding_v2,Treatment,2026-01-09,v2
U009461,onboarding_v2,Control,2026-01-22,v1
U009462,onboarding_v2,Control,2026-01-18,v1
U009463,onboarding_v2,Control,2026-03-17,v1
U009464,onboarding_v2,Control,2026-02-12,v1
U009465,onboarding_v2,Control,2026-02-08,v1
U009466,onboarding_v2,Control,2026-03-14,v1
U009467,onboarding_v2,Treatment,2026-01-06,v2
U009468,onboarding_v2,Control,2026-03-24,v1
U009469,onboarding_v2,Control,2026-02-17,v1
U009470,onboarding_v2,Control,2026-01-07,v1
U009471,onboarding_v2,Treatment,2026-03-21,v2
U009472,onboarding_v2,Control,2026-03-10,v1
U009473,onboarding_v2,Control,2026-01-16,v1
U009474,onboarding_v2,Treatment,2026-01-01,v2
U009475,onboarding_v2,Treatment,2026-02-06,v2
U009476,onboarding_v2,Treatment,2026-03-24,v2
U009477,onboarding_v2,Control,2026-02-06,v1
U009478,onboarding_v2,Treatment,2026-03-22,v2
U009479,onboarding_v2,Control,2026-03-05,v1
U009480,onboarding_v2,Control,2026-03-31,v1
U009481,onboarding_v2,Control,2026-03-27,v1
U009482,onboarding_v2,Treatment,2026-03-03,v2
U009483,onboarding_v2,Treatment,2026-03-13,v2
U009484,onboarding_v2,Treatment,2026-03-02,v2
U009485,onboarding_v2,Treatment,2026-02-02,v2
U009486,onboarding_v2,Treatment,2026-03-07,v2
U009487,onboarding_v2,Control,2026-01-30,v1
U009488,onboarding_v2,Treatment,2026-01-20,v2
U009489,onboarding_v2,Control,2026-03-01,v1
U009490,onboarding_v2,Control,2026-03-23,v1
U009491,onboarding_v2,Control,2026-03-15,v1
U009492,onboarding_v2,Treatment,2026-01-24,v2
U009493,onboarding_v2,Treatment,2026-01-04,v2
U009494,onboarding_v2,Treatment,2026-02-06,v2
U009495,onboarding_v2,Control,2026-01-04,v1
U009496,onboarding_v2,Control,2026-03-18,v1
U009497,onboarding_v2,Treatment,2026-03-30,v2
U009498,onboarding_v2,Treatment,2026-03-18,v2
U009499,onboarding_v2,Control,2026-01-18,v1
U009500,onboarding_v2,Control,2026-03-29,v1
U009501,onboarding_v2,Control,2026-03-07,v1
U009502,onboarding_v2,Treatment,2026-02-17,v2
U009503,onboarding_v2,Treatment,2026-02-02,v2
U009504,onboarding_v2,Control,2026-02-27,v1
U009505,onboarding_v2,Treatment,2026-03-24,v2
U009506,onboarding_v2,Treatment,2026-03-14,v2
U009507,onboarding_v2,Treatment,2026-01-28,v2
U009508,onboarding_v2,Control,2026-02-04,v1
U009509,onboarding_v2,Treatment,2026-01-10,v2
U009510,onboarding_v2,Control,2026-03-06,v1
U009511,onboarding_v2,Treatment,2026-02-11,v2
U009512,onboarding_v2,Control,2026-03-26,v1
U009513,onboarding_v2,Treatment,2026-01-09,v2
U009514,onboarding_v2,Control,2026-03-01,v1
U009515,onboarding_v2,Control,2026-01-15,v1
U009516,onboarding_v2,Control,2026-02-26,v1
U009517,onboarding_v2,Treatment,2026-03-10,v2
U009518,onboarding_v2,Treatment,2026-01-22,v2
U009519,onboarding_v2,Control,2026-03-05,v1
U009520,onboarding_v2,Treatment,2026-02-10,v2
U009521,onboarding_v2,Treatment,2026-03-28,v2
U009522,onboarding_v2,Control,2026-03-12,v1
U009523,onboarding_v2,Treatment,2026-02-25,v2
U009524,onboarding_v2,Control,2026-01-23,v1
U009525,onboarding_v2,Treatment,2026-01-25,v2
U009526,onboarding_v2,Control,2026-01-06,v1
U009527,onboarding_v2,Control,2026-02-03,v1
U009528,onboarding_v2,Treatment,2026-03-04,v2
U009529,onboarding_v2,Control,2026-01-09,v1
U009530,onboarding_v2,Treatment,2026-03-01,v2
U009531,onboarding_v2,Control,2026-02-18,v1
U009532,onboarding_v2,Control,2026-02-20,v1
U009533,onboarding_v2,Treatment,2026-03-01,v2
U009534,onboarding_v2,Control,2026-03-11,v1
U009535,onboarding_v2,Treatment,2026-02-06,v2
U009536,onboarding_v2,Control,2026-01-31,v1
U009537,onboarding_v2,Control,2026-02-10,v1
U009538,onboarding_v2,Control,2026-03-03,v1
U009539,onboarding_v2,Control,2026-02-27,v1
U009540,onboarding_v2,Treatment,2026-01-14,v2
U009541,onboarding_v2,Treatment,2026-02-05,v2
U009542,onboarding_v2,Treatment,2026-02-05,v2
U009543,onboarding_v2,Control,2026-03-20,v1
U009544,onboarding_v2,Control,2026-01-08,v1
U009545,onboarding_v2,Control,2026-01-26,v1
U009546,onboarding_v2,Treatment,2026-02-05,v2
U009547,onboarding_v2,Control,2026-02-17,v1
U009548,onboarding_v2,Control,2026-03-26,v1
U009549,onboarding_v2,Treatment,2026-01-28,v2
U009550,onboarding_v2,Control,2026-03-09,v1
U009551,onboarding_v2,Treatment,2026-03-03,v2
U009552,onboarding_v2,Treatment,2026-03-21,v2
U009553,onboarding_v2,Control,2026-03-27,v1
U009554,onboarding_v2,Treatment,2026-03-17,v2
U009555,onboarding_v2,Control,2026-03-21,v1
U009556,onboarding_v2,Control,2026-02-20,v1
U009557,onboarding_v2,Control,2026-02-11,v1
U009558,onboarding_v2,Control,2026-01-29,v1
U009559,onboarding_v2,Control,2026-03-23,v1
U009560,onboarding_v2,Treatment,2026-01-10,v2
U009561,onboarding_v2,Control,2026-02-08,v1
U009562,onboarding_v2,Control,2026-03-23,v1
U009563,onboarding_v2,Treatment,2026-01-01,v2
U009564,onboarding_v2,Control,2026-02-08,v1
U009565,onboarding_v2,Control,2026-01-21,v1
U009566,onboarding_v2,Treatment,2026-03-06,v2
U009567,onboarding_v2,Control,2026-01-15,v1
U009568,onboarding_v2,Control,2026-01-04,v1
U009569,onboarding_v2,Control,2026-03-01,v1
U009570,onboarding_v2,Control,2026-03-02,v1
U009571,onboarding_v2,Control,2026-01-20,v1
U009572,onboarding_v2,Control,2026-01-10,v1
U009573,onboarding_v2,Control,2026-03-28,v1
U009574,onboarding_v2,Control,2026-02-03,v1
U009575,onboarding_v2,Control,2026-02-17,v1
U009576,onboarding_v2,Control,2026-02-02,v1
U009577,onboarding_v2,Control,2026-03-02,v1
U009578,onboarding_v2,Control,2026-01-10,v1
U009579,onboarding_v2,Control,2026-02-23,v1
U009580,onboarding_v2,Control,2026-03-25,v1
U009581,onboarding_v2,Treatment,2026-03-06,v2
U009582,onboarding_v2,Control,2026-03-18,v1
U009583,onboarding_v2,Treatment,2026-01-01,v2
U009584,onboarding_v2,Treatment,2026-01-05,v2
U009585,onboarding_v2,Control,2026-03-21,v1
U009586,onboarding_v2,Control,2026-01-15,v1
U009587,onboarding_v2,Control,2026-01-28,v1
U009588,onboarding_v2,Control,2026-01-23,v1
U009589,onboarding_v2,Control,2026-01-17,v1
U009590,onboarding_v2,Treatment,2026-01-13,v2
U009591,onboarding_v2,Control,2026-01-14,v1
U009592,onboarding_v2,Control,2026-01-11,v1
U009593,onboarding_v2,Treatment,2026-01-28,v2
U009594,onboarding_v2,Control,2026-02-11,v1
U009595,onboarding_v2,Treatment,2026-03-02,v2
U009596,onboarding_v2,Control,2026-03-05,v1
U009597,onboarding_v2,Control,2026-01-31,v1
U009598,onboarding_v2,Control,2026-03-22,v1
U009599,onboarding_v2,Treatment,2026-03-14,v2
U009600,onboarding_v2,Control,2026-01-10,v1
U009601,onboarding_v2,Control,2026-01-08,v1
U009602,onboarding_v2,Control,2026-01-21,v1
U009603,onboarding_v2,Control,2026-03-18,v1
U009604,onboarding_v2,Treatment,2026-02-28,v2
U009605,onboarding_v2,Control,2026-02-19,v1
U009606,onboarding_v2,Control,2026-03-10,v1
U009607,onboarding_v2,Treatment,2026-03-11,v2
U009608,onboarding_v2,Treatment,2026-01-30,v2
U009609,onboarding_v2,Control,2026-01-17,v1
U009610,onboarding_v2,Control,2026-03-16,v1
U009611,onboarding_v2,Treatment,2026-01-20,v2
U009612,onboarding_v2,Control,2026-02-17,v1
U009613,onboarding_v2,Treatment,2026-03-15,v2
U009614,onboarding_v2,Treatment,2026-01-02,v2
U009615,onboarding_v2,Treatment,2026-02-07,v2
U009616,onboarding_v2,Treatment,2026-01-01,v2
U009617,onboarding_v2,Control,2026-01-04,v1
U009618,onboarding_v2,Treatment,2026-02-23,v2
U009619,onboarding_v2,Treatment,2026-01-25,v2
U009620,onboarding_v2,Control,2026-01-03,v1
U009621,onboarding_v2,Control,2026-01-09,v1
U009622,onboarding_v2,Treatment,2026-03-27,v2
U009623,onboarding_v2,Treatment,2026-03-28,v2
U009624,onboarding_v2,Treatment,2026-03-17,v2
U009625,onboarding_v2,Treatment,2026-03-15,v2
U009626,onboarding_v2,Control,2026-02-03,v1
U009627,onboarding_v2,Control,2026-02-12,v1
U009628,onboarding_v2,Control,2026-03-15,v1
U009629,onboarding_v2,Treatment,2026-01-22,v2
U009630,onboarding_v2,Control,2026-03-11,v1
U009631,onboarding_v2,Control,2026-01-02,v1
U009632,onboarding_v2,Control,2026-03-07,v1
U009633,onboarding_v2,Treatment,2026-02-01,v2
U009634,onboarding_v2,Treatment,2026-01-16,v2
U009635,onboarding_v2,Control,2026-03-17,v1
U009636,onboarding_v2,Control,2026-01-01,v1
U009637,onboarding_v2,Treatment,2026-03-13,v2
U009638,onboarding_v2,Control,2026-02-17,v1
U009639,onboarding_v2,Control,2026-02-19,v1
U009640,onboarding_v2,Treatment,2026-01-13,v2
U009641,onboarding_v2,Treatment,2026-01-15,v2
U009642,onboarding_v2,Treatment,2026-02-22,v2
U009643,onboarding_v2,Treatment,2026-02-13,v2
U009644,onboarding_v2,Treatment,2026-01-08,v2
U009645,onboarding_v2,Control,2026-03-15,v1
U009646,onboarding_v2,Treatment,2026-02-15,v2
U009647,onboarding_v2,Treatment,2026-03-10,v2
U009648,onboarding_v2,Treatment,2026-01-19,v2
U009649,onboarding_v2,Control,2026-02-07,v1
U009650,onboarding_v2,Control,2026-01-11,v1
U009651,onboarding_v2,Treatment,2026-02-12,v2
U009652,onboarding_v2,Treatment,2026-01-20,v2
U009653,onboarding_v2,Control,2026-01-20,v1
U009654,onboarding_v2,Control,2026-01-21,v1
U009655,onboarding_v2,Control,2026-03-23,v1
U009656,onboarding_v2,Treatment,2026-02-26,v2
U009657,onboarding_v2,Treatment,2026-02-19,v2
U009658,onboarding_v2,Control,2026-03-15,v1
U009659,onboarding_v2,Control,2026-01-26,v1
U009660,onboarding_v2,Treatment,2026-01-30,v2
U009661,onboarding_v2,Control,2026-03-14,v1
U009662,onboarding_v2,Control,2026-01-31,v1
U009663,onboarding_v2,Treatment,2026-02-11,v2
U009664,onboarding_v2,Treatment,2026-03-09,v2
U009665,onboarding_v2,Treatment,2026-03-02,v2
U009666,onboarding_v2,Treatment,2026-03-02,v2
U009667,onboarding_v2,Control,2026-03-11,v1
U009668,onboarding_v2,Treatment,2026-03-19,v2
U009669,onboarding_v2,Control,2026-03-09,v1
U009670,onboarding_v2,Control,2026-03-31,v1
U009671,onboarding_v2,Control,2026-01-17,v1
U009672,onboarding_v2,Treatment,2026-01-19,v2
U009673,onboarding_v2,Control,2026-02-20,v1
U009674,onboarding_v2,Treatment,2026-03-11,v2
U009675,onboarding_v2,Control,2026-03-04,v1
U009676,onboarding_v2,Treatment,2026-03-16,v2
